gene_id,gene,dta1,dta2,dta3,dta4,dta5,dta6,dta7,dta8,dta9,dta10,dta11,dta12,dta13,dta14,dta15,dta16,dta17,dta18,dta19,dta20,dta21,dta22,dta23,dta24,dta25,dta26,dta27,dta28,dta29,dta30,dta31,dta32,dta33,dta34,dta35,dta36,dta37,dta38,dta39,dta40,dta41,dta42,dta43,dta44,dta45,dta46,,dta1,dta2,dta3
ENSMUSG00000021714,Cenpk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000021715,Cwc27,2,8,5,2,0,3,0,2,7,0,1,2,0,0,1,0,0,1,0,1,0,0,5,6,1,0,1,3,4,3,4,5,1,3,0,1,10,3,1,5,9,1,0,1,1,1,,15,4,1
ENSMUSG00000021716,Srek1ip1,0,3,2,4,0,4,1,0,7,0,1,2,0,0,0,0,0,0,2,4,0,4,3,5,1,0,4,3,2,3,8,5,0,0,0,2,4,9,3,7,10,0,0,0,1,0,,5,12,0
ENSMUSG00000021719,Rgs7bp,33,84,43,64,1,37,9,5,72,4,58,53,9,9,3,6,5,6,17,8,8,57,57,120,5,3,39,60,100,82,55,112,7,17,11,51,66,128,29,148,155,15,0,12,4,11,,160,157,12
ENSMUSG00000021720,Rnf180,0,2,0,0,0,2,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,3,2,0,0,2,0,0,0,1,1,7,4,0,0,1,0,0,,2,2,1
ENSMUSG00000021721,Htr1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,1,2,0,0,0,0,0,,0,0,0
ENSMUSG00000021725,Parp8,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,1,1,1,1,1,1,1,1,2,1,2,0,1,1,0,2,2,3,0,3,12,0,0,1,0,1,,2,3,1
ENSMUSG00000021728,Emb,3,14,7,20,2,16,5,2,17,0,11,13,8,3,4,0,0,8,8,0,0,7,8,30,2,0,13,10,7,9,14,11,4,5,1,6,13,10,4,30,10,3,3,11,0,1,,24,14,14
ENSMUSG00000021730,Hcn1,7,23,10,22,0,14,2,1,18,2,16,18,4,3,3,1,2,2,6,4,1,7,26,49,1,2,18,14,18,16,33,18,3,9,3,10,24,18,17,45,42,2,0,4,4,3,,40,35,4
ENSMUSG00000021732,Fgf10,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,3,11,0,0,0,0,0,,3,1,0
ENSMUSG00000021733,Slc4a7,1,1,2,5,0,0,1,0,7,0,3,6,2,2,2,0,0,0,1,0,0,1,1,9,0,0,1,9,3,7,1,8,4,6,0,7,5,5,4,3,9,0,0,0,0,2,,4,9,0
ENSMUSG00000021737,Psmd6,10,31,8,14,2,16,2,1,14,0,9,9,8,2,4,0,0,0,2,3,5,10,19,27,0,1,11,10,18,14,16,16,2,3,0,5,15,20,9,15,33,0,4,1,0,2,,49,29,5
ENSMUSG00000021738,Atxn7,0,4,1,2,0,1,0,0,1,1,4,0,0,2,1,0,0,1,2,2,1,1,3,3,0,1,3,0,0,2,5,2,3,2,0,1,2,7,1,3,6,0,0,2,1,0,,5,8,2
ENSMUSG00000021743,Fezf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021748,Pdhb,15,31,14,15,0,26,1,1,44,5,15,18,6,3,6,1,1,2,5,6,5,30,30,43,1,2,22,17,23,25,16,34,5,9,1,18,24,48,16,66,45,4,0,0,0,0,,60,64,0
ENSMUSG00000021750,Fam107a,10,1,17,0,2,7,7,8,2,6,1,6,1,0,3,0,1,0,9,5,28,4,4,48,0,0,25,3,16,4,2,2,0,0,0,0,1,2,1,2,5,0,0,0,0,2,,28,3,0
ENSMUSG00000021751,Acox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021752,Kctd6,3,13,1,2,0,4,0,1,9,2,4,8,0,2,1,1,0,1,2,1,1,11,2,7,0,0,7,4,12,13,5,13,1,2,0,4,9,10,3,19,16,0,0,1,2,0,,17,13,1
ENSMUSG00000021754,Map3k1,0,0,2,4,0,0,3,0,0,0,1,0,0,2,0,0,0,1,2,4,3,2,2,3,0,0,2,2,1,3,3,2,4,1,1,2,3,1,0,7,41,0,0,0,1,0,,2,1,0
ENSMUSG00000021756,Il6st,7,10,3,7,1,9,3,2,10,2,11,15,2,3,3,1,0,5,3,1,4,10,12,19,0,1,7,13,12,7,13,10,3,5,0,7,10,13,5,13,18,0,0,2,0,0,,20,18,2
ENSMUSG00000021758,Ddx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021759,Plpp1,2,7,2,7,1,13,2,0,2,1,4,2,4,0,1,0,0,0,2,0,1,4,13,8,4,1,5,4,4,4,11,2,1,0,1,5,6,2,3,14,15,0,1,1,0,1,,11,5,2
ENSMUSG00000021760,Gpx8,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,4,0,0,0,0,0,,2,4,0
ENSMUSG00000021764,Ndufs4,15,24,6,6,2,24,9,2,21,2,14,21,4,3,4,0,0,2,4,5,1,17,19,20,2,1,16,17,24,21,27,28,2,7,2,11,25,41,7,44,44,4,0,5,1,3,,45,48,5
ENSMUSG00000021765,Fst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021767,Kat6b,3,2,3,2,0,0,2,0,8,1,1,7,1,1,5,1,0,5,3,5,3,1,8,12,0,0,3,2,5,10,9,6,3,3,0,3,3,10,2,13,27,0,0,1,0,0,,8,12,1
ENSMUSG00000021770,Samd8,20,29,10,30,1,20,6,1,13,5,25,27,5,9,2,1,3,1,2,2,2,21,9,43,1,3,22,15,37,17,11,31,8,3,5,13,16,49,18,16,29,4,3,4,2,9,,59,67,7
ENSMUSG00000021771,Vdac2,21,42,11,20,1,21,6,1,35,5,25,33,7,8,8,0,2,2,5,1,3,25,16,46,2,3,19,32,39,49,27,53,2,8,5,21,25,53,23,53,62,8,0,1,1,5,,74,76,1
ENSMUSG00000021772,Nkiras1,20,34,21,23,2,20,6,1,47,2,13,28,6,2,6,2,2,6,5,6,2,25,31,43,3,0,21,31,35,28,39,35,3,10,2,12,30,53,10,73,40,9,4,3,1,2,,75,63,7
ENSMUSG00000021773,Comtd1,3,3,1,3,0,1,1,0,6,1,4,3,0,0,1,0,1,0,0,1,2,6,7,7,1,0,6,5,5,15,2,15,2,0,3,6,11,21,5,9,25,0,0,2,0,0,,7,26,2
ENSMUSG00000021774,Ube2e1,5,13,4,4,0,7,1,0,10,0,1,3,1,0,0,0,0,0,0,2,1,12,9,13,0,0,9,4,9,8,8,16,1,3,3,4,5,13,1,16,16,0,0,0,0,1,,22,14,0
ENSMUSG00000021775,Nr1d2,5,5,6,6,0,9,4,1,7,1,6,4,1,0,2,0,0,0,5,5,0,7,6,14,0,0,7,7,8,13,8,10,1,10,0,1,5,13,7,15,16,0,1,0,0,3,,16,20,1
ENSMUSG00000021779,Thrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021782,Dlg5,2,4,3,0,0,1,3,1,1,1,0,4,0,0,0,1,1,0,0,0,1,3,3,5,0,0,3,4,2,2,1,3,1,4,1,1,7,3,5,7,7,1,1,2,0,1,,9,8,3
ENSMUSG00000021785,Ngly1,0,2,1,1,1,3,2,1,2,1,0,1,0,0,0,0,0,0,2,0,0,7,3,8,0,0,2,0,3,7,4,5,0,0,0,3,1,3,1,4,9,0,0,0,0,0,,3,4,0
ENSMUSG00000021786,Oxsm,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,2,0,0,1,0,1,3,1,5,1,0,0,0,1,3,1,3,4,0,0,0,0,0,,1,4,0
ENSMUSG00000021789,Sftpa1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021790,Dydc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021791,Dydc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000021792,Prxl2a,3,8,7,6,0,5,6,2,7,0,7,5,3,1,1,0,2,2,3,2,6,3,11,26,0,0,3,3,6,4,26,12,0,1,0,4,10,2,9,16,35,1,4,1,0,1,,18,11,5
ENSMUSG00000021794,Glud1,8,24,11,12,0,12,6,4,18,6,10,13,2,1,0,1,0,2,5,6,9,13,21,28,0,1,20,9,18,27,24,22,3,5,1,9,13,21,6,33,27,3,0,1,0,0,,43,27,1
ENSMUSG00000021795,Sftpd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021796,Bmpr1a,2,5,3,6,0,5,2,0,2,2,4,3,0,2,1,3,1,1,1,2,3,1,5,5,0,0,1,1,3,2,5,4,1,1,0,2,2,2,2,9,8,1,0,0,0,0,,10,4,0
ENSMUSG00000021798,Ldb3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021799,Opn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021803,Cdhr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021804,Rgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021806,Nid2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,0,0
ENSMUSG00000021807,Rtraf,3,6,3,3,1,3,0,0,6,1,1,4,1,1,1,0,0,0,0,1,2,2,3,7,0,1,1,2,5,2,3,8,1,3,0,0,4,9,0,7,8,0,0,0,0,0,,12,9,0
ENSMUSG00000021809,Nudt13,2,3,1,1,0,0,0,0,4,0,1,1,0,2,0,0,0,2,0,1,0,2,5,4,0,0,1,1,1,2,1,5,0,1,0,2,6,4,2,3,4,0,0,2,0,0,,6,6,2
ENSMUSG00000021810,Ecd,1,6,2,1,0,2,2,0,4,1,1,2,1,1,1,1,1,0,1,0,2,2,3,7,0,0,1,5,3,5,6,5,0,2,1,2,7,5,2,3,14,0,1,0,1,0,,9,7,1
ENSMUSG00000021811,Dnajc9,3,6,3,3,1,9,3,0,5,1,7,3,0,1,1,0,2,0,2,2,0,5,10,18,0,0,2,6,9,6,9,7,0,0,0,8,8,14,4,17,16,4,0,0,0,0,,12,18,0
ENSMUSG00000021814,Anxa7,12,14,7,14,0,12,5,0,23,0,2,5,2,4,1,0,0,1,1,1,0,15,14,27,2,0,12,12,15,9,23,16,1,11,0,6,15,14,10,22,31,5,0,6,0,1,,33,24,6
ENSMUSG00000021815,Mss51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000021816,Ppp3cb,22,44,23,31,3,34,5,4,54,11,19,41,5,6,2,2,1,11,10,15,5,32,34,70,2,3,32,29,41,50,51,67,8,17,3,29,34,64,18,79,87,9,0,4,4,7,,89,82,4
ENSMUSG00000021819,Zswim8,4,8,9,7,1,1,2,1,4,2,3,6,0,2,3,3,1,3,5,5,3,7,12,11,0,1,4,3,7,13,11,13,3,1,3,1,10,21,7,9,45,3,0,0,0,0,,21,28,0
ENSMUSG00000021820,Camk2g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,10,0,0,1,1,1,5,3,0,1,1,0,0,2,0,0,5,14,0,0,0,0,0,,0,0,0
ENSMUSG00000021822,Plau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021823,Vcl,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,1,0,0,0,1,10,0,0,0,0,0,,1,0,0
ENSMUSG00000021824,Ap3m1,0,5,0,1,0,1,2,0,1,0,1,1,2,0,1,1,0,0,1,0,0,5,1,2,0,0,1,1,8,0,3,3,0,0,0,1,2,3,2,1,7,0,0,0,0,0,,5,5,0
ENSMUSG00000021830,Txndc16,2,4,5,7,0,1,1,1,3,0,2,4,1,1,3,0,0,0,1,3,1,3,6,7,0,0,1,0,2,2,8,2,0,0,3,4,0,4,1,8,21,0,2,1,0,0,,11,5,3
ENSMUSG00000021832,Psmc6,6,24,13,16,0,11,7,2,18,1,12,11,3,2,1,1,0,0,6,4,5,15,13,18,0,0,9,8,11,15,13,27,1,7,1,9,12,24,7,31,40,3,2,2,1,4,,43,31,4
ENSMUSG00000021835,Bmp4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021838,Samd4,1,8,2,6,0,3,1,1,3,0,4,0,3,1,1,0,0,0,2,1,1,2,2,11,0,0,5,5,2,4,9,4,1,3,0,2,5,5,2,4,6,1,0,0,0,0,,11,7,0
ENSMUSG00000021840,Mapk1ip1l,2,8,1,7,0,4,2,0,3,2,2,2,0,1,1,0,0,2,0,2,0,5,9,3,0,0,1,1,6,4,4,6,1,1,0,1,5,3,3,11,9,1,0,0,0,0,,11,6,0
ENSMUSG00000021843,Ktn1,16,41,32,35,3,26,7,2,39,2,28,35,14,7,6,4,2,3,12,8,4,23,34,69,1,1,28,20,33,24,31,32,13,19,2,10,32,39,16,42,60,6,7,13,6,5,,89,55,20
ENSMUSG00000021846,Peli2,1,0,3,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,6,2,1,1,9,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,55,0,0,0,0,0,,4,3,0
ENSMUSG00000021848,Otx2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,,0,0,0
ENSMUSG00000021850,ccdc198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021852,Slc35f4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,2,4,0,0,0,0,0,,1,0,0
ENSMUSG00000021866,Anxa11,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2,0,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,2,1,0
ENSMUSG00000021868,Ppif,4,4,3,3,0,5,2,0,9,0,4,4,1,0,0,1,0,1,3,2,4,7,8,9,0,1,8,3,3,9,10,15,1,3,1,5,9,13,3,18,19,1,1,0,0,0,,11,16,1
ENSMUSG00000021870,Slmap,2,7,6,1,0,0,2,1,3,0,2,1,2,1,1,0,0,2,6,1,2,6,5,11,0,0,2,3,5,4,6,5,0,1,1,7,3,5,1,6,13,1,0,0,0,0,,15,6,0
ENSMUSG00000021872,Rnase10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021876,Rnase4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1
ENSMUSG00000021877,Arf4,9,14,6,10,1,10,4,1,10,3,5,11,3,1,4,0,1,0,2,0,0,7,10,18,0,0,7,6,7,10,11,10,0,8,1,6,15,18,4,27,32,2,3,1,1,0,,29,22,4
ENSMUSG00000021879,Dnah12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021880,Rnase6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021884,Hacl1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,,0,1,0
ENSMUSG00000021886,Gpr65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021890,Eaf1,3,5,7,2,0,4,0,0,4,1,2,1,0,0,1,0,0,1,0,0,1,3,3,5,1,0,4,0,5,0,6,2,3,5,1,1,4,3,1,10,23,0,0,0,0,1,,15,4,0
ENSMUSG00000021891,Mettl6,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,0,1,3,1,1,0,1,0,3,1,1,1,2,9,0,0,2,0,0,,2,2,2
ENSMUSG00000021892,Sh3bp5,2,9,1,9,0,6,4,1,10,0,3,7,0,0,2,1,0,3,1,3,3,3,3,15,1,0,5,4,9,10,7,6,0,4,2,3,12,8,6,3,26,2,0,4,1,1,,12,14,4
ENSMUSG00000021893,Capn7,2,5,4,3,0,5,2,0,5,1,4,9,0,1,2,2,0,1,0,1,0,4,5,3,0,0,2,1,4,5,2,3,1,2,0,1,2,2,4,7,16,0,0,0,1,0,,11,6,0
ENSMUSG00000021895,Arhgef3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,7,1,0,4,6,1,0,2,0,1,0,3,1,0,3,0,0,0,0,0,,1,4,0
ENSMUSG00000021898,Asb14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021900,Btd,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,3,1,0
ENSMUSG00000021901,Bap1,4,7,5,4,0,4,0,0,5,0,0,8,0,0,3,0,0,0,2,4,1,5,7,13,0,0,5,3,9,8,17,11,0,4,0,8,14,16,6,20,27,0,0,1,1,1,,16,22,1
ENSMUSG00000021902,Phf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021903,Galnt15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,0,0,0
ENSMUSG00000021904,Sema3g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000021905,Dph3,0,2,3,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,0,2,0,2,4,6,0,0,1,0,4,3,5,6,0,2,0,0,4,7,2,6,9,1,1,0,2,0,,5,9,1
ENSMUSG00000021906,Oxnad1,2,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,3,3,0,0,0,0,0,,4,3,0
ENSMUSG00000021907,Msmb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021910,Nisch,16,40,18,18,0,28,16,4,39,8,10,22,9,17,7,0,4,12,14,14,12,31,33,84,2,1,13,13,39,37,52,40,8,18,3,17,31,53,17,56,121,0,4,7,1,2,,74,70,11
ENSMUSG00000021911,Parg,1,5,3,7,0,1,1,0,4,1,2,4,0,0,1,0,0,1,0,3,0,4,6,7,0,0,1,1,3,3,3,10,4,0,1,1,5,9,3,7,19,2,0,0,0,1,,9,12,0
ENSMUSG00000021913,Ogdhl,3,13,3,10,0,6,2,0,13,1,8,12,1,1,2,1,0,3,5,1,2,8,7,17,1,1,12,5,15,0,17,24,2,0,1,2,11,6,1,23,31,1,1,4,1,2,,19,7,5
ENSMUSG00000021916,Glt8d1,1,3,3,1,1,2,0,0,2,0,3,6,1,3,2,0,0,2,1,0,0,0,5,11,0,1,3,1,2,1,2,4,2,1,0,0,4,4,1,1,11,1,0,4,0,0,,7,5,4
ENSMUSG00000021917,Spcs1,14,19,18,14,3,13,9,3,16,2,9,15,3,1,4,3,2,1,1,7,5,17,26,37,3,3,23,18,24,19,21,22,3,14,2,7,16,32,19,49,35,5,1,0,0,4,,51,51,1
ENSMUSG00000021918,Nek4,2,2,0,4,0,0,0,0,5,0,2,1,1,1,0,0,0,0,1,1,0,1,2,3,0,0,0,0,2,4,2,1,0,1,0,0,2,2,1,3,3,0,0,1,0,0,,4,3,1
ENSMUSG00000021919,Chat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021922,Itih4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021928,Ebpl,1,2,4,2,2,1,1,0,6,0,0,3,0,2,0,0,0,1,1,3,0,1,3,4,0,0,5,3,2,1,2,2,0,1,0,1,1,5,2,0,7,0,0,1,1,1,,7,7,1
ENSMUSG00000021929,Kpna3,3,4,2,4,1,9,1,0,7,0,5,4,2,1,1,1,1,1,5,0,2,7,8,13,0,0,2,4,4,5,5,7,0,2,0,2,7,8,3,4,18,0,1,1,0,0,,9,11,2
ENSMUSG00000021930,Spryd7,8,13,9,8,0,5,0,1,20,2,5,7,1,2,0,0,0,0,0,0,0,11,9,13,1,0,7,7,10,17,10,14,1,1,1,3,16,12,6,18,17,0,0,1,0,1,,30,18,1
ENSMUSG00000021932,Rnaseh2b,1,2,1,0,0,1,0,0,3,1,2,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,2,1,2,0,0,2,1,0,1,1,2,2,0,6,9,0,0,0,0,0,,4,2,0
ENSMUSG00000021933,Gucy1b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021936,Mapk8,2,4,2,2,0,9,0,0,6,2,3,2,0,0,2,0,0,0,4,2,1,3,8,9,1,0,4,8,4,1,7,13,0,5,2,3,6,10,5,10,24,0,0,1,0,0,,8,15,1
ENSMUSG00000021938,Pspc1,7,16,7,11,0,2,5,0,14,2,10,10,1,4,6,1,0,0,2,1,0,10,15,23,0,2,8,2,14,14,11,16,0,8,2,10,19,13,4,17,50,2,2,3,2,1,,30,17,5
ENSMUSG00000021939,Ctsb,51,95,66,117,6,76,33,18,102,6,76,127,20,16,19,7,9,19,25,19,8,87,81,240,5,12,76,77,130,82,90,169,18,32,7,43,102,117,58,206,184,24,13,11,7,34,,212,175,24
ENSMUSG00000021940,Ptpn20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021943,Gdf10,21,1,7,0,0,25,9,9,2,15,0,4,1,0,1,1,0,0,5,10,56,0,1,46,0,0,1,3,23,2,3,0,0,0,0,1,0,5,0,4,1,0,0,0,0,1,,29,5,0
ENSMUSG00000021944,Gata4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000021945,Zmym2,1,6,2,6,1,5,2,2,10,1,7,3,0,3,0,3,1,2,5,2,1,4,6,17,0,0,4,6,3,7,5,5,1,3,0,0,7,9,1,11,17,2,0,2,0,0,,9,10,2
ENSMUSG00000021947,Cryl1,3,2,4,2,0,2,0,0,2,1,2,1,0,1,0,0,0,0,2,1,0,2,2,3,0,0,2,2,1,4,4,2,0,1,0,3,2,4,0,4,7,0,0,0,0,0,,9,4,0
ENSMUSG00000021948,Prkcd,0,0,50,0,0,15,0,0,57,0,0,0,17,1,1,0,0,0,28,0,0,7,89,2,4,1,5,0,0,16,105,0,0,1,0,9,14,0,0,178,27,0,0,0,0,0,,50,0,0
ENSMUSG00000021950,Anxa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
