gene_id,gene,ctl1,ctl2,ctl3,ctl4,ctl5,ctl6,ctl7
ENSMUSG00000018849,Wwc1,0,0,0,6,0,0,1
ENSMUSG00000018861,Fdxr,0,0,0,14,4,2,12
ENSMUSG00000018862,Otop3,0,0,0,0,0,0,0
ENSMUSG00000018865,Sult4a1,7,12,4,60,5,1,57
ENSMUSG00000018868,Pnpla5,0,0,0,0,0,0,0
ENSMUSG00000018893,Mb,0,0,0,0,0,0,0
ENSMUSG00000018899,Irf1,0,0,0,0,0,0,0
ENSMUSG00000018900,Slc22a5,0,1,0,2,1,0,3
ENSMUSG00000018906,P4ha2,0,4,0,11,1,0,3
ENSMUSG00000018907,Alox12e,0,0,0,0,0,0,0
ENSMUSG00000018909,Arrb1,0,4,1,24,2,1,62
ENSMUSG00000018914,Il3,0,0,0,0,0,0,0
ENSMUSG00000018916,Csf2,0,0,0,0,0,0,0
ENSMUSG00000018919,Tm4sf5,0,0,0,0,0,0,0
ENSMUSG00000018920,Cxcl16,0,0,0,0,0,0,0
ENSMUSG00000018921,Pelp1,0,5,0,11,0,0,10
ENSMUSG00000018923,Med11,0,1,0,5,0,2,6
ENSMUSG00000018924,Alox15,0,0,0,0,0,0,0
ENSMUSG00000018925,Heatr9,0,0,0,0,0,0,0
ENSMUSG00000018927,Ccl6,0,0,0,0,0,0,0
ENSMUSG00000018930,Ccl4,0,0,0,0,0,0,0
ENSMUSG00000018931,Natd1,0,0,0,2,0,0,11
ENSMUSG00000018932,Map2k3,0,0,0,1,1,1,6
ENSMUSG00000018965,Ywhah,43,283,57,1200,13,6,277
ENSMUSG00000018973,Hoxb1,0,0,0,0,0,0,0
ENSMUSG00000018974,Sart3,0,2,0,9,0,1,10
ENSMUSG00000018983,E2f2,0,0,0,0,0,0,1
ENSMUSG00000018986,Slfn3,0,0,0,0,0,0,0
ENSMUSG00000018995,Nars2,0,1,0,2,0,0,2
ENSMUSG00000018999,Slc35b4,0,3,0,19,2,1,11
ENSMUSG00000019027,Dnah1,0,0,0,0,0,0,0
ENSMUSG00000019039,Dalrd3,0,1,0,14,4,2,10
ENSMUSG00000019054,Fis1,1,25,0,66,2,0,48
ENSMUSG00000019055,Plod1,0,0,1,6,0,0,5
ENSMUSG00000019066,Rab3d,0,5,0,26,0,1,12
ENSMUSG00000019080,Mfsd3,0,3,0,1,2,0,1
ENSMUSG00000019082,Slc25a22,11,7,4,84,3,1,91
ENSMUSG00000019087,Atp6ap1,12,54,8,144,3,4,70
ENSMUSG00000019088,Dnase1l1,0,0,0,0,0,0,1
ENSMUSG00000019102,Aldh3a1,0,0,0,2,0,0,0
ENSMUSG00000019122,Ccl9,0,0,0,0,0,0,0
ENSMUSG00000019124,Scrn1,0,4,2,3,1,0,46
ENSMUSG00000019132,BC005537,4,12,0,79,7,6,60
ENSMUSG00000019139,Isyna1,2,0,1,29,2,1,12
ENSMUSG00000019143,Hars2,0,1,1,7,2,1,15
ENSMUSG00000019146,Cacng2,7,19,5,75,1,1,48
ENSMUSG00000019158,Tmem160,5,10,5,24,0,0,13
ENSMUSG00000019173,Rab5c,1,11,1,60,0,1,44
ENSMUSG00000019178,Styxl1,0,0,0,0,0,0,0
ENSMUSG00000019179,Mdh2,4,9,3,97,0,0,37
ENSMUSG00000019188,H13,2,7,2,27,2,0,16
ENSMUSG00000019189,Rnf145,3,13,3,62,1,2,19
ENSMUSG00000019194,Scn1b,15,57,13,345,21,3,170
ENSMUSG00000019210,Atp6v1e1,1,17,3,87,1,1,56
ENSMUSG00000019214,Chtf18,0,0,0,0,0,0,0
ENSMUSG00000019230,Lhx9,0,0,0,0,0,0,0
ENSMUSG00000019232,Etnppl,0,0,0,0,0,0,4
ENSMUSG00000019254,Ppp1r12c,1,10,0,25,3,0,43
ENSMUSG00000019256,Ahr,0,0,0,2,0,1,1
ENSMUSG00000019261,Map1s,1,1,2,17,1,2,13
ENSMUSG00000019278,Dpep1,0,0,0,0,0,0,0
ENSMUSG00000019295,Tmem129,0,4,0,7,0,0,4
ENSMUSG00000019297,Nop9,0,0,0,4,0,0,7
ENSMUSG00000019301,Hsd17b1,0,0,0,0,0,0,0
ENSMUSG00000019302,Atp6v0a1,8,48,7,146,5,1,95
ENSMUSG00000019303,Psmc3ip,0,0,0,2,0,0,2
ENSMUSG00000019312,Grb7,0,1,0,0,0,2,1
ENSMUSG00000019320,Noxo1,0,0,0,0,0,0,0
ENSMUSG00000019326,Aoc3,0,0,0,0,0,0,0
ENSMUSG00000019338,Zfp687,0,2,2,5,2,2,24
ENSMUSG00000019359,Gdpd2,0,0,0,0,0,0,0
ENSMUSG00000019362,D8Ertd738e,1,6,1,17,1,2,15
ENSMUSG00000019368,Sec14l4,0,0,0,0,0,0,0
ENSMUSG00000019370,Calm3,20,70,6,217,7,2,245
ENSMUSG00000019373,Cops3,1,3,0,9,1,1,17
ENSMUSG00000019428,Fkbp8,4,11,1,74,2,5,87
ENSMUSG00000019429,Ffar3,0,0,0,0,0,0,0
ENSMUSG00000019432,Ddx39b,0,5,1,22,1,2,35
ENSMUSG00000019433,Gipc1,0,1,0,15,0,0,12
ENSMUSG00000019437,Tlcd1,0,0,0,2,0,1,12
ENSMUSG00000019461,Plscr3,0,0,0,2,2,2,14
ENSMUSG00000019464,Ptger1,0,0,0,0,0,0,1
ENSMUSG00000019467,Arhgef25,0,0,0,2,1,0,31
ENSMUSG00000019470,Xab2,0,1,1,9,1,2,8
ENSMUSG00000019471,Cdc37,3,15,3,39,1,1,34
ENSMUSG00000019478,Rab4a,0,7,0,13,2,1,29
ENSMUSG00000019487,Trip10,0,0,0,0,0,0,1
ENSMUSG00000019489,Cd70,0,0,0,0,0,0,1
ENSMUSG00000019494,Cops6,4,13,2,47,0,0,38
ENSMUSG00000019518,Ap4m1,0,2,0,9,1,0,6
ENSMUSG00000019539,Rcn3,0,0,0,0,0,0,2
ENSMUSG00000019558,Slc6a8,0,2,0,25,3,3,54
ENSMUSG00000019564,Arid3a,0,0,1,0,1,0,5
ENSMUSG00000019577,Pdk4,0,0,0,0,0,0,0
ENSMUSG00000019578,Ubxn6,3,2,0,9,1,0,21
ENSMUSG00000019579,Mydgf,4,9,4,49,1,0,29
ENSMUSG00000019590,Cyb561,2,6,4,20,0,0,14
ENSMUSG00000019647,Sema6a,0,2,1,4,0,0,37
ENSMUSG00000019659,Ccdc12,0,1,0,10,0,0,9
ENSMUSG00000019689,Fmc1,1,4,0,8,0,0,13
ENSMUSG00000019699,Akt3,1,3,0,20,1,0,41
ENSMUSG00000019715,Gle1,0,0,0,5,3,0,19
ENSMUSG00000019718,L3hypdh,0,0,0,0,0,0,0
ENSMUSG00000019726,Lyst,0,2,0,4,2,0,14
ENSMUSG00000019731,Slc35e1,1,9,2,35,2,0,19
ENSMUSG00000019732,Calr3,0,0,0,2,0,0,0
ENSMUSG00000019734,Tmc4,0,0,0,0,0,0,2
ENSMUSG00000019737,Syne4,0,0,0,0,1,0,5
ENSMUSG00000019738,Polr2i,0,1,0,2,1,0,5
ENSMUSG00000019756,Prl8a1,0,0,0,0,0,0,0
ENSMUSG00000019761,Krt10,0,1,0,6,0,0,3
ENSMUSG00000019762,Iyd,0,0,0,0,0,0,1
ENSMUSG00000019763,Rmnd1,0,2,0,7,3,1,5
ENSMUSG00000019767,Ccdc170,0,0,0,0,0,0,0
ENSMUSG00000019768,Esr1,0,0,0,0,0,0,0
ENSMUSG00000019772,Vip,0,0,0,0,0,0,0
ENSMUSG00000019773,Fbxo5,0,0,0,0,0,0,0
ENSMUSG00000019774,Mtrf1l,0,0,0,3,0,2,7
ENSMUSG00000019775,Rgs17,0,0,0,0,0,0,12
ENSMUSG00000019777,Hdac2,0,5,1,25,2,1,16
ENSMUSG00000019779,Frk,0,0,0,0,0,0,0
ENSMUSG00000019782,Rwdd1,0,2,0,4,0,0,2
ENSMUSG00000019785,Clvs2,0,1,0,2,0,1,1
ENSMUSG00000019787,Trdn,0,0,0,0,0,0,0
ENSMUSG00000019789,Hey2,0,1,0,0,0,0,0
ENSMUSG00000019790,Stxbp5,0,0,0,0,0,0,13
ENSMUSG00000019791,Hint3,0,2,1,8,0,0,14
ENSMUSG00000019792,Trmt11,2,0,1,4,0,0,3
ENSMUSG00000019794,Katna1,0,0,0,0,1,2,3
ENSMUSG00000019795,Pcmt1,0,11,0,27,2,1,25
ENSMUSG00000019796,Lrp11,3,10,2,93,0,0,39
ENSMUSG00000019802,Sec63,0,3,0,15,1,0,4
ENSMUSG00000019803,Nr2e1,0,0,0,0,0,0,0
ENSMUSG00000019804,Snx3,0,5,0,38,1,3,41
ENSMUSG00000019806,Aig1,1,8,2,19,6,0,26
ENSMUSG00000019808,Adat2,0,0,0,3,1,0,3
ENSMUSG00000019809,Pex3,0,0,0,1,1,0,6
ENSMUSG00000019810,Fuca2,1,6,0,11,1,0,6
ENSMUSG00000019813,Cep57l1,0,0,0,0,0,0,0
ENSMUSG00000019814,Ltv1,0,1,0,12,0,0,2
ENSMUSG00000019815,Zc2hc1b,0,0,0,0,0,0,0
ENSMUSG00000019817,Plagl1,0,7,0,11,0,1,9
ENSMUSG00000019818,Cd164,0,3,0,15,2,1,9
ENSMUSG00000019820,Utrn,0,0,0,0,0,0,11
ENSMUSG00000019822,Smpd2,0,1,0,1,1,0,2
